{'姓名': '安喜县吏', '拼音': 'ān-xǐ-xiàn-lì', '效忠势力': '东汉', '性别': '男', '是否虚构': '虚构人物', '字': None, '生卒': None, '古代籍贯': None, '现代籍贯': None, '介绍': '刘备任安喜县尉时，督邮到县巡视并向刘备索贿，刘备拒绝。督邮于是威逼该县吏陷害刘备，县吏不从，由此发生了张飞怒打督邮的事件。'}
{'姓名': '曹彦', '拼音': 'cáo-yàn', '效忠势力': '魏', '性别': '男', '是否虚构': '史实人物', '字': None, '生卒': '？ - 249', '古代籍贯': '豫州沛国谯', '现代籍贯': '安徽亳州市亳县', '介绍': '魏散骑常侍。父真，大司马。真薨，兄爽当权，封彦散骑常侍。正始十年，爽兄弟等及御林军，随魏主芳，出城谒明帝墓，就去畋猎。司马懿就夺其劝，后皆伏诛，夷三族。'}
{'姓名': '曹永', '拼音': 'cáo-yǒng', '效忠势力': '魏', '性别': '男', '是否虚构': '虚构人物', '字': None, '生卒': None, '古代籍贯': None, '现代籍贯': None, '介绍': '属曹仁部。马超、韩遂反，太祖讨之，困遂於垓心，超将庞德步行救之。正遇永，被德一刀砍于马下，夺其马，杀开一条血路，救遂投东南而走。'}
{'姓名': '曹宇', '拼音': 'cáo-yǔ', '效忠势力': '魏', '性别': '男', '是否虚构': '史实人物', '字': '彭祖', '生卒': '？ - ？', '古代籍贯': '豫州沛国谯', '现代籍贯': '安徽亳州市亳县', '介绍': '曹操之子，封燕王。魏明帝曹睿病危时立曹宇为大将军，欲属以后事。曹宇谦恭，坚辞不受，于是曹睿改立曹爽为大将军，同司马懿共同辅政。后来，曹宇之子曹奂于魏帝曹髦死后，被立为魏国皇帝。'}
{'姓名': '曹彰', '拼音': 'cáo-zhāng', '效忠势力': '魏', '性别': '男', '是否虚构': '史实人物', '字': '子文', '生卒': '？ - 223', '古代籍贯': '豫州沛国谯', '现代籍贯': '安徽亳州市亳县', '介绍': '魏鄢陵侯、文帝次弟。少善骑射；膂力过人，能手格猛兽。太祖尝问诸子所好，使各言其志。彰曰：“好为将。”太祖曰：“为将柰何？”对曰：“被坚执锐，临难不顾，为士卒先；赏必行，罚必信。”太祖大笑。建安二十三年，代郡乌桓反，太祖令彰引兵五万讨之。彰到代北，身先战阵，直杀至桑干，北方皆平。太祖争汉中，因闻太祖於阳平败阵，故来助战。操见彰至，大喜曰：“我黄须儿来，破刘备必矣！”曹彰出马，与刘封交战，只三合，封大败而回。彰正遇吴兰，两个交锋，不数合，彰一戟刺兰于马下。文王嗣王位，彰为鄢陵侯，自长安领十万大军来到。王惧其夺位，命贾逵迎之，逵正色折之。彰只身入内，拜见文王。兄弟二人，相抱大哭。彰将本部军马尽交与王。王令彰回鄢陵自守，彰拜辞而去。'}
{'姓名': '曹真', '拼音': 'cáo-zhēn', '效忠势力': '魏', '性别': '男', '是否虚构': '史实人物', '字': '子丹', '生卒': '？ - 231', '古代籍贯': '豫州沛国谯', '现代籍贯': '安徽亳州市亳县', '介绍': '曹氏宗族将领，于三国演义第84回登场，参与三路伐吴，攻南郡，为吴将陆逊、诸葛瑾杀得大败，又参与五路伐蜀，为赵云所拒，无功而反。曹丕病逝后，曹真受遗诏辅佐曹睿，升任大将军，防御蜀国北伐，被诸葛亮连续击败，推荐启用司马懿，才防守成功。此后，曹真同司马懿共同防御蜀国北伐，表现明显不如司马懿，屡遭兵败。诸葛亮四出祁山时，曹真卧病于军营，被诸葛亮致信羞辱，气愤而死。'}
{'姓名': '曹植', '拼音': 'cáo-zhí', '效忠势力': '魏', '性别': '男', '是否虚构': '史实人物', '字': '子建', '生卒': '192 - 232', '古代籍贯': '豫州沛国谯', '现代籍贯': '安徽亳州市亳县', '介绍': '曹操之子，极有才华，能举笔成章。曹操一度想立他为世子，但疑其乖巧，而不如曹丕心诚，最终听信贾诩的建议，立曹丕为嗣。曹操去世后，曹丕继位，以曹植不来奔丧为由问罪。曹丕发兵将曹植捉来，让其“七步成诗”，继而又让其立即成诗，曹植均能做到。曹丕迫于太后的压力，放过曹植，对其只做贬爵处罚。'}
{'姓名': '曹遵', '拼音': 'cáo-zūn', '效忠势力': '魏', '性别': '男', '是否虚构': '史实人物', '字': None, '生卒': '？ - ？', '古代籍贯': '豫州沛国谯', '现代籍贯': '安徽亳州市亳县', '介绍': '魏将。为大司马曹真宗弟。蜀军侵魏，真以遵为先锋。副都督郭淮命二将抄出祁山之后，去劫蜀寨。然中蜀相亮计，二人夺路而逃。后复中计，遵为蜀将魏延所拦，遵拍马交锋，不三合，被延一刀斩于马下。'}
{'姓名': '岑威', '拼音': 'cén-wēi', '效忠势力': '魏', '性别': '男', '是否虚构': '虚构人物', '字': None, '生卒': None, '古代籍贯': '豫州沛国谯', '现代籍贯': '安徽亳州市亳县', '介绍': '魏将，曾引军驱木牛流马，装载粮米，然途遇王平，被斩。官至镇远将军。'}
{'姓名': '常雕', '拼音': 'cháng-diāo', '效忠势力': '魏', '性别': '男', '是否虚构': '史实人物', '字': None, '生卒': '？ - ？', '古代籍贯': None, '现代籍贯': None, '介绍': None}
{'姓名': '车胄', '拼音': 'chē-zhòu', '效忠势力': '魏', '性别': '男', '是否虚构': '史实人物', '字': None, '生卒': '？ - 199', '古代籍贯': None, '现代籍贯': None, '介绍': '曹操灭吕布，路过徐州，使车骑将军车胄权领徐州。刘备以截杀袁术之名，脱离许都，来到徐州。后来曹操见刘备留下军马不回，大怒。荀彧出谋写书与车胄，就内图之。操从其计，暗使人来见车胄，传曹操钧旨。胄随即请陈登商议此事，欲在瓮城边刺杀刘备。可是陈登将此事回告其父陈珪，珪命其报刘备。路上正迎着关、张，报说如此如此。关羽便用计赚出车胄斩之。'}
{'姓名': '陈登', '拼音': 'chén-dēng', '效忠势力': '魏', '性别': '男', '是否虚构': '史实人物', '字': '元龙', '生卒': '？ - ？', '古代籍贯': '徐州下邳国淮浦', '现代籍贯': '江苏淮安市涟水县西', '介绍': '初为徐州刺史陶谦帐下。陶谦三让徐州与刘备，备招陈登为慕官。备伐袁术，陈登协同张飞治守徐州。吕布袭取徐州，陈登假意投在吕布门下。曹操兵讨吕布，陈登在城内配合曹操得了徐州、小沛。吕布亡，曹操使车胄权领徐州。后助关羽赚城斩车胄，献计拒曹操。操起大军二十万，五路下徐州。刘备兵败投袁绍，陈登献徐州与曹操。官封广陵太守。有疾，求华佗医治。后三年而死。'}
{'姓名': '陈矫', '拼音': 'chén-jiǎo', '效忠势力': '魏', '性别': '男', '是否虚构': '史实人物', '字': '季弼', '生卒': '？ - 237', '古代籍贯': '徐州广陵郡东阳', '现代籍贯': '江苏淮安市盱眙县东南东阳城', '介绍': '與曹仁一起鎮守南郡，但是敗在諸葛亮的妙計之下。後來成為尚書，對曹丕即皇帝位有所貢獻。'}
{'姓名': '陈俊', '拼音': 'chén-jùn', '效忠势力': '魏', '性别': '男', '是否虚构': '虚构人物', '字': None, '生卒': None, '古代籍贯': None, '现代籍贯': None, '介绍': '司马昭部下。诸葛诞叛，昭用钟会计，埋伏众军，诱敌深入。令俊引车仗牛马驴骡，装载赏军之物，四面聚集于阵中，如敌来则弃之。'}
{'姓名': '陈琳', '拼音': 'chén-lín', '效忠势力': '魏', '性别': '男', '是否虚构': '史实人物', '字': '孔璋', '生卒': '？ - 217', '古代籍贯': '徐州广陵郡广陵', '现代籍贯': '江苏扬州市江都县东北', '介绍': '曹魏文臣，亦是著名文学家、檄赋家。于演义第二回末登场。陈琳时为何进主簿，何进用袁绍议，欲召四方猛将，使他们引兵向京城，以尽诛宦官；陈琳以此计百害无利，向何进加以劝谏，然而何进不肯纳其言，最终因以取祸。于是陈琳避难于冀州，袁绍用其为记室。后来袁绍议伐许都，要向曹操宣战，便使陈琳作檄天下，以声讨曹操之大罪；曹操当时正苦于头风，病发在床，因卧读陈琳檄文，竟惊出一身冷汗，翕然而起，头风顿愈。陈琳后与审配同守冀州。袁氏败亡后，陈琳被擒见曹操；曹操责其作檄文时辱及父祖，陈琳因以谢罪，众请曹操杀之，然而曹操爱怜其才，赦之不咎，命为从事。后陈琳又与王粲等文士于铜雀台上献赋颂曹操之德。'}
{'姓名': '陈群', '拼音': 'chén-qún', '效忠势力': '魏', '性别': None, '是否虚构': None, '字': None, '生卒': None, '古代籍贯': None, '现代籍贯': None, '介绍': '曹操杀掉马腾后，有言刘备将兴兵取川，曹操因而深表畏忌；陈群时为治书侍御史，向曹操献策，建议起大军南征孙权，而刘备意在两川，必不救权，故能一举得江东，其后徐图西进，吞荆并川，以定天下。曹操对其策极表赞同。可惜诸葛亮派人赍书西凉，使马超兴兵入关，曹操急于应付，被迫搁下陈群之策。后来陈群一直位居要职，先后受曹操、曹丕托孤，成为魏国重臣，官至司空。后又随司马懿远征公孙渊于辽东。其子陈泰，亦是魏国后期名将。'}
{'姓名': '陈泰', '拼音': 'chén-tài', '效忠势力': '魏', '性别': '男', '是否虚构': '史实人物', '字': '玄伯', '生卒': '？ - 260', '古代籍贯': '豫州颍川郡许', '现代籍贯': '河南许昌市东', '介绍': '陈泰曾在司马懿政变之时劝曹爽投降，之后外出到雍州任职，为郭淮副将，多次防御蜀将姜维的进攻。后来，陈泰继郭淮为魏国西方主帅，与部下邓艾结为忘年之交。魏帝曹髦被杀时，陈泰大为悲伤，大胆直言司马昭要处斩贾充谢罪，没有得到批准。'}
{'姓名': '陈造', '拼音': 'chén-zào', '效忠势力': '魏', '性别': '男', '是否虚构': '虚构人物', '字': None, '生卒': None, '古代籍贯': None, '现代籍贯': None, '介绍': '蜀相亮攻魏，造随大都督曹真迎之，为先锋。蜀因参军马谡失街亭而退兵，真闻之，急引兵追赶。山背后一声炮响，蜀兵漫山遍野而来：为首大将，乃是姜维、马岱。真大惊，急退军时，造已被马岱所斩。'}
{'姓名': '成倅', '拼音': 'chéng-cuì', '效忠势力': '魏', '性别': '男', '是否虚构': '史实人物', '字': None, '生卒': '？ - 260', '古代籍贯': None, '现代籍贯': None, '介绍': '魏主曹髦领数百人伐司马昭，遇到贾充戎服乘马，左有成倅，右有成济，引数千铁甲禁兵，呐喊杀来。成济听贾充之命弑君，事后，司马昭却诿罪于其身，命将剐之。弟成倅亦斩于市，尽灭三族。'}
{'姓名': '成何', '拼音': 'chéng-hé', '效忠势力': '魏', '性别': '男', '是否虚构': '史实人物', '字': None, '生卒': '？ - ？', '古代籍贯': None, '现代籍贯': None, '介绍': '成何身为督将，随于禁率七路军来解樊城之围。见大军屯于川口怕遭水淹，就向于禁进言，却被于禁骂回。来见庞德，说此事。庞德听从其谏议准备屯军于高处，可为时已晚。关公放水淹了七军，成何听从庞德之令向前死战，被关公一箭射落水中。'}
{'姓名': '成济', '拼音': 'chéng-jì', '效忠势力': '魏', '性别': '男', '是否虚构': '史实人物', '字': None, '生卒': '？ - 260', '古代籍贯': None, '现代籍贯': None, '介绍': '贾充心腹,在贾充的指使下杀死曹髦,反被司马昭杀.'}
{'姓名': '程武', '拼音': 'chéng-wǔ', '效忠势力': '魏', '性别': '男', '是否虚构': '史实人物', '字': None, '生卒': '？ - ？', '古代籍贯': '兖州东郡东阿', '现代籍贯': '山东聊城市阳谷县东北阿城镇', '介绍': '程昱之子。蜀丞相诸葛亮北伐，魏以驸马夏侯楙为将，武为参军。楙惧赵云，武料赵云有勇无谋，计使楙分兵埋伏，诱云深入而后围之。'}
{'姓名': '程银', '拼音': 'chéng-yín', '效忠势力': '魏', '性别': '男', '是否虚构': '史实人物', '字': None, '生卒': '？ - ？', '古代籍贯': '司隶河东郡', '现代籍贯': '山西运城市夏县西北禹王城', '介绍': '韩遂手下八部兵马将领之一，追随马超、韩遂一起兴兵雪恨，征伐曹操。跟韩遂、庞德等人夜袭曹操营寨，中埋伏，战死。'}
{'姓名': '程昱', '拼音': 'chéng-yù', '效忠势力': '魏', '性别': '男', '是否虚构': '史实人物', '字': '仲德', '生卒': '？ - ？', '古代籍贯': '兖州东郡东阿', '现代籍贯': '山东聊城市阳谷县东北阿城镇', '介绍': '初在山中读书，经荀彧荐仕曹操。曾于徐州用计迫降关羽；曹操征河北，昱举羽以敌颜良，又於仓亭献十面埋伏之计，大胜袁绍。后与刘备战，昱计挟亲赚徐庶，使庶来投。从南征，昱谏曹操以防火攻，又识黄盖粮船之伪，免大寨遭创，曹操亦因此逃逸得及。后又于濡须劝曹操班师。魏国既建，以昱为卫尉。'}
{'姓名': '仇连', '拼音': 'qiú-lián', '效忠势力': '魏', '性别': '男', '是否虚构': '虚构人物', '字': None, '生卒': None, '古代籍贯': None, '现代籍贯': None, '介绍': '任右都督，随司马懿征辽东。因劝司马懿移营高处，被斩，悬首于辕门外。'}
{'姓名': '淳于导', '拼音': 'chún-yú-dǎo', '效忠势力': '魏', '性别': '男', '是否虚构': '虚构人物', '字': None, '生卒': None, '古代籍贯': None, '现代籍贯': None, '介绍': '属曹仁，在长阪坡拿住麋竺，正要解去献功，为赵云发现，一枪刺死。'}
{'姓名': '崔琰', '拼音': 'cuī-yǎn', '效忠势力': '魏', '性别': '男', '是否虚构': '史实人物', '字': '季珪', '生卒': '？ - 216', '古代籍贯': '冀州清河国东武城', '现代籍贯': '山东德州市武城县西北十五公里', '介绍': '初为袁绍谋事。袁绍败亡后，曹操辟他为官。琰刚正不阿，官做到尚书。后来反对曹操进位魏王而入狱。狱中大骂曹操欺君奸贼，被曹操下令杖杀于狱中。'}
{'姓名': '戴陵', '拼音': 'dài-líng', '效忠势力': '魏', '性别': '男', '是否虚构': '史实人物', '字': None, '生卒': '？ - ？', '古代籍贯': None, '现代籍贯': None, '介绍': '奉司马懿之命，担任张郃的副将袭击诸葛亮的营地，但反被包围，让张郃救出。后来当诸葛亮与司马懿比阵时被捉，以墨涂面释回。'}
{'姓名': '单子春', '拼音': 'shàn-zǐ-chūn', '效忠势力': '魏', '性别': '男', '是否虚构': '史实人物', '字': None, '生卒': '？ - ？', '古代籍贯': None, '现代籍贯': None, '介绍': '琅琊太守。闻管辂神卜，召辂相见。与辂讲论《易》理，子春反覆辩难，辂对答如流，子春叹服。'}
{'姓名': '党均', '拼音': 'dǎng-jūn', '效忠势力': '魏', '性别': '男', '是否虚构': '虚构人物', '字': None, '生卒': None, '古代籍贯': '荆州南郡襄阳', '现代籍贯': '湖北襄阳市南', '介绍': '魏军为蜀军所困，邓艾从司马望反间计，欲以金玉结好蜀宦官黄皓。均自荐，艾大喜，即令均赍金珠宝物，径到成都结连皓，布散流言，说姜维怨望天子，不久投魏。事成，均回祁山寨中，报知此事。艾就令均入洛阳，报知司马昭。'}
{'姓名': '邓艾', '拼音': 'dèng-ài', '效忠势力': '魏', '性别': '男', '是否虚构': '史实人物', '字': '士载', '生卒': '197 - 264', '古代籍贯': '荆州南阳郡棘阳', '现代籍贯': '河南南阳市南', '介绍': '资性敏捷、善识地理，司马懿以为奇才。文钦等叛，邓艾和文鸯交手，后从司马师大军于乐嘉胜之。被西调后首先用计骗过姜维解狄道之围救出王经；因其地理之识准备设伏于段谷，让久驻西边的陈泰拜服，遂结为忘年之交，后果于段谷大破姜维。姜维再出祁山时驻扎于邓艾早已挖地道之地，故邓艾劫寨成功；但其后与姜维斗阵而败，再从司马望以斗阵之名拖住姜维，偷袭为实之计，但被识破，再败。姜维趁司马昭弑曹髦出兵，邓艾虽知瞞不过姜维，但在王瓘誓死的决心下批准用诈降计，果为姜维识破被将计就计而败，但姜维也料不到王瓘反攻汉中烧毀栈道。修复栈道后姜维不出祁山反取洮阳的进兵企图为邓艾识破，设伏败姜维，更杀死姜维的得力助手夏侯霸。司马昭下令伐蜀，姜维于沓中为邓艾多路进击所败，退至剑阁。向钟会建议出兵阴平小道但不为所纳，姜维也沒有增兵或向朝廷上书防守恩师诸葛亮死前所要留意的阴平。邓艾偷袭成功，降江油，败诸葛瞻后，刘禅投降。邓艾为人傲慢自矜，钟会等陷告谋反，邓艾被囚送京城治罪。钟会之乱时，邓艾和儿子忠为田续所杀。'}
